Session_ID,User_ID,Date,Traffic_Source,Page,Device,Country,New_or_Returning,Session_Duration_Min,Pages_Per_Session,Bounce_Rate,Goal_Completions,Conversion_Rate
S108368,U10898,2026-03-09,Organic Search,Products,Desktop,India,New,7.92,5.5,58.04,1,100
S102419,U11015,2026-03-09,Paid Search,Blog,Desktop,USA,New,3.47,2.1,57.83,0,0
S102610,U15368,2026-03-09,Organic Search,Products,Desktop,India,Returning,3.06,1.7,63.06,0,0
S103920,U14261,2026-03-09,Direct,Product Details,Mobile,India,New,7.68,6.5,46.94,1,100
S101877,U15090,2026-03-09,Paid Search,Products,Desktop,India,New,8.12,6.3,42.6,0,0
S108649,U14164,2026-03-09,Organic Search,Blog,Desktop,UK,New,7.72,3.7,53.2,0,0
S102099,U10515,2026-03-09,Social Media,Pricing,Tablet,India,New,6.26,3.8,56.19,0,0
S103823,U14222,2026-03-09,Organic Search,FAQ,Desktop,Australia,New,1.59,3.9,80.7,0,0
S100847,U11669,2026-03-09,Organic Search,Home,Mobile,India,Returning,4.03,2.7,61.44,0,0
S106054,U11261,2026-03-09,Direct,Products,Mobile,India,New,4.11,3.3,71.67,0,0
S101674,U15728,2026-03-09,Referral,Product Details,Desktop,India,New,7.64,5.7,50.21,0,0
S107336,U13741,2026-03-09,Organic Search,Product Details,Mobile,Canada,Returning,6.58,5.6,49.22,0,0
S106596,U11120,2026-03-09,Organic Search,Services,Mobile,India,New,4.53,3.0,67.46,0,0
S103843,U13651,2026-03-09,Organic Search,Products,Mobile,UK,New,7.11,4.0,60.49,1,100
S105841,U16101,2026-03-09,Organic Search,Product Details,Mobile,India,New,10.23,8.0,57.84,0,0
S104079,U16328,2026-03-09,Referral,Contact Us,Mobile,Australia,New,9.9,6.7,45.67,0,0
S102641,U11690,2026-03-09,Referral,Blog,Mobile,India,New,5.43,3.9,59.74,0,0
S108128,U16058,2026-03-09,Social Media,About Us,Mobile,India,New,5.09,4.2,52.66,0,0
S103160,U16405,2026-03-09,Organic Search,Products,Desktop,USA,Returning,10.66,6.4,55.15,1,100
S102592,U12666,2026-03-09,Direct,Blog,Desktop,USA,New,6.99,7.2,45.33,0,0
S104572,U14558,2026-03-09,Organic Search,Pricing,Desktop,UK,New,5.86,4.3,66.03,0,0
S104739,U13172,2026-03-09,Organic Search,Product Details,Mobile,UK,New,1.28,2.5,63.87,0,0
S109800,U10214,2026-03-09,Organic Search,Product Details,Tablet,India,Returning,10.95,9.2,33.31,0,0
S106789,U12477,2026-03-09,Referral,Product Details,Mobile,India,New,3.68,4.3,44.5,0,0
S105257,U12566,2026-03-09,Direct,Home,Desktop,Canada,New,6.34,4.6,72.31,0,0
S108619,U15028,2026-03-09,Social Media,Product Details,Desktop,India,New,1.22,1.0,68.19,0,0
S109925,U12166,2026-03-09,Organic Search,Products,Mobile,India,New,2.4,2.7,62.82,0,0
S102710,U12720,2026-03-09,Paid Search,Pricing,Desktop,USA,New,0.83,1.8,60.46,0,0
S108519,U15304,2026-03-09,Referral,Home,Mobile,UK,New,3.85,3.1,70.31,0,0
S100396,U14277,2026-03-09,Referral,Blog,Desktop,UK,New,3.09,2.1,60.07,0,0
S109139,U12041,2026-03-09,Organic Search,Product Details,Desktop,UK,New,4.12,4.0,61.46,0,0
S102548,U10073,2026-03-09,Referral,FAQ,Mobile,USA,Returning,7.46,4.7,55.4,0,0
S102624,U11524,2026-03-09,Referral,About Us,Desktop,India,New,2.33,2.1,83.79,0,0
S106891,U12431,2026-03-09,Referral,Services,Mobile,USA,New,2.46,2.8,66.02,0,0
S106177,U15185,2026-03-09,Referral,Home,Desktop,India,Returning,7.77,4.2,65.79,0,0
S100578,U14001,2026-03-09,Organic Search,Home,Desktop,India,Returning,7.1,5.1,70.02,0,0
S104974,U15695,2026-03-09,Direct,Home,Mobile,UK,New,2.98,2.9,55.36,0,0
S102240,U11308,2026-03-09,Organic Search,Products,Mobile,India,New,0.5,1.0,68.65,0,0
S101173,U11066,2026-03-09,Referral,Product Details,Mobile,India,Returning,5.46,3.4,65.12,0,0
S105352,U10616,2026-03-09,Direct,Blog,Mobile,Australia,New,0.81,1.8,75.08,0,0
S104812,U10888,2026-03-09,Social Media,Home,Desktop,India,New,3.2,2.0,68.88,0,0
S102291,U15414,2026-03-09,Direct,FAQ,Tablet,India,New,0.39,1.0,73.29,0,0
S101912,U10029,2026-03-10,Organic Search,Blog,Desktop,India,Returning,10.6,7.7,30.01,0,0
S102001,U11017,2026-03-10,Organic Search,Products,Tablet,India,New,7.83,6.1,35.1,1,100
S106074,U16088,2026-03-10,Organic Search,Blog,Tablet,USA,New,2.03,2.2,63.17,0,0
S109798,U12292,2026-03-10,Social Media,FAQ,Desktop,UK,Returning,1.18,2.8,65.51,0,0
S104283,U14215,2026-03-10,Direct,Services,Mobile,Australia,Returning,3.51,2.9,62.58,0,0
S108146,U15333,2026-03-10,Organic Search,Blog,Mobile,UK,Returning,5.5,2.3,58.89,0,0
S104045,U13748,2026-03-10,Direct,FAQ,Mobile,UK,Returning,5.21,2.9,66.89,0,0
S106264,U12897,2026-03-10,Organic Search,Services,Desktop,USA,Returning,1.88,1.5,80.51,0,0
S107598,U13021,2026-03-10,Paid Search,Products,Mobile,UK,Returning,2.27,4.4,74.3,0,0
S106463,U14259,2026-03-10,Organic Search,Home,Mobile,Canada,New,5.62,1.9,46.97,0,0
S103195,U13254,2026-03-10,Organic Search,Pricing,Mobile,India,Returning,2.79,2.4,63.62,0,0
S104289,U13676,2026-03-10,Direct,Products,Desktop,UK,New,4.38,3.7,62.77,0,0
S102801,U15684,2026-03-10,Paid Search,Blog,Desktop,USA,New,7.14,5.6,61.17,0,0
S105848,U12762,2026-03-10,Organic Search,Checkout,Tablet,India,New,3.29,2.2,67.33,0,0
S104323,U13031,2026-03-10,Referral,Services,Desktop,India,New,6.22,4.2,60.61,0,0
S105167,U15629,2026-03-10,Social Media,Services,Desktop,Canada,New,8.43,7.6,49.67,1,100
S104165,U13493,2026-03-10,Paid Search,Services,Mobile,India,New,5.25,3.5,58.31,0,0
S109063,U11392,2026-03-10,Organic Search,Home,Mobile,Canada,New,13.54,8.1,40.29,0,0
S108760,U12444,2026-03-10,Paid Search,Blog,Mobile,Canada,New,5.32,3.1,74.33,0,0
S102943,U15342,2026-03-10,Referral,Home,Mobile,India,New,5.79,5.6,52.32,0,0
S103291,U12080,2026-03-10,Social Media,Blog,Mobile,India,Returning,3.0,3.1,68.69,0,0
S104608,U10290,2026-03-10,Social Media,Products,Mobile,India,New,3.75,1.8,67.02,0,0
S106579,U13982,2026-03-10,Referral,About Us,Tablet,UK,New,1.3,1.3,69.93,0,0
S108185,U14888,2026-03-10,Direct,Products,Mobile,UK,New,5.21,4.1,43.6,0,0
S107113,U12935,2026-03-10,Paid Search,FAQ,Mobile,Canada,Returning,2.83,4.5,49.44,0,0
S108675,U12023,2026-03-10,Referral,Checkout,Desktop,Canada,New,2.3,2.3,80.24,0,0
S106339,U15875,2026-03-10,Paid Search,Contact Us,Mobile,Canada,New,18.07,10.1,25.74,1,100
S101140,U11605,2026-03-10,Referral,Home,Mobile,Canada,New,3.94,2.4,50.96,0,0
S106888,U11479,2026-03-10,Paid Search,About Us,Desktop,India,New,4.51,4.1,59.98,0,0
S109189,U12543,2026-03-10,Organic Search,Home,Mobile,USA,Returning,10.35,6.9,48.2,0,0
S108123,U11322,2026-03-10,Organic Search,Services,Desktop,USA,Returning,3.44,3.4,81.14,1,100
S106030,U10530,2026-03-10,Organic Search,Pricing,Desktop,UK,Returning,5.45,1.3,75.62,0,0
S104097,U15790,2026-03-10,Paid Search,Product Details,Desktop,USA,New,6.26,6.0,61.21,1,100
S107581,U12154,2026-03-10,Organic Search,Products,Mobile,India,New,2.99,1.8,63.94,0,0
S107041,U15488,2026-03-10,Referral,FAQ,Mobile,India,New,5.6,4.6,54.0,0,0
S101741,U12554,2026-03-10,Referral,Home,Mobile,India,Returning,3.79,3.0,50.77,0,0
S109248,U11556,2026-03-10,Organic Search,Home,Mobile,India,New,4.4,4.3,57.62,0,0
S107844,U11118,2026-03-10,Organic Search,Services,Mobile,India,Returning,11.16,6.4,46.16,0,0
S101762,U14256,2026-03-10,Organic Search,Blog,Mobile,India,New,5.24,4.4,58.26,1,100
S105742,U11882,2026-03-10,Direct,Home,Tablet,India,Returning,3.01,2.9,49.57,0,0
S101485,U15878,2026-03-10,Paid Search,About Us,Mobile,India,New,1.36,2.6,70.49,0,0
S102883,U13720,2026-03-10,Organic Search,About Us,Desktop,India,Returning,4.26,3.2,63.57,0,0
S106734,U11803,2026-03-10,Organic Search,Home,Desktop,India,New,2.3,1.4,75.12,0,0
S101378,U15491,2026-03-10,Organic Search,Products,Mobile,India,New,5.25,3.8,53.4,0,0
S100825,U13137,2026-03-10,Paid Search,Contact Us,Desktop,India,New,1.54,2.0,71.6,0,0
S103043,U12180,2026-03-10,Organic Search,Contact Us,Desktop,India,New,1.28,2.2,64.28,0,0
S103519,U12811,2026-03-10,Organic Search,Products,Desktop,India,New,3.93,1.6,56.69,0,0
S105388,U12916,2026-03-10,Referral,Product Details,Mobile,USA,New,15.28,8.9,24.84,0,0
S102000,U15798,2026-03-10,Organic Search,Checkout,Mobile,India,Returning,2.99,2.9,71.76,0,0
S103186,U11244,2026-03-10,Direct,FAQ,Desktop,Australia,New,4.7,4.2,66.91,0,0
S108764,U13687,2026-03-10,Social Media,Product Details,Mobile,USA,New,1.08,1.6,64.35,1,100
S101673,U15394,2026-03-10,Paid Search,Checkout,Desktop,India,Returning,1.72,1.0,77.45,0,0
S102203,U13815,2026-03-10,Paid Search,Contact Us,Desktop,Canada,New,5.02,4.2,63.61,0,0
S108083,U13733,2026-03-10,Referral,Home,Mobile,India,Returning,3.67,3.3,78.28,0,0
S109270,U12252,2026-03-10,Paid Search,About Us,Tablet,Australia,New,5.77,4.2,49.01,0,0
S108391,U10707,2026-03-10,Paid Search,Products,Desktop,India,Returning,4.43,1.7,59.35,0,0
S103900,U10139,2026-03-10,Paid Search,Product Details,Desktop,India,New,4.36,3.2,73.55,0,0
S108890,U11894,2026-03-10,Referral,FAQ,Tablet,India,New,10.48,7.0,27.26,0,0
S105292,U13194,2026-03-10,Direct,Product Details,Desktop,India,New,6.75,5.2,43.33,0,0
S109856,U14757,2026-03-10,Organic Search,Home,Mobile,India,New,2.57,2.5,72.93,0,0
S104199,U12588,2026-03-10,Referral,Blog,Mobile,India,New,4.18,3.8,52.65,0,0
S104580,U14317,2026-03-10,Organic Search,Product Details,Mobile,UK,New,2.84,2.9,53.1,0,0
S100696,U11541,2026-03-10,Referral,Product Details,Desktop,India,New,1.06,1.0,86.44,0,0
S109233,U15561,2026-03-10,Organic Search,Home,Desktop,UK,New,4.46,4.3,60.02,0,0
S101453,U14492,2026-03-10,Social Media,Home,Mobile,USA,New,2.28,1.9,64.79,0,0
S107903,U13702,2026-03-11,Paid Search,Checkout,Desktop,India,New,3.41,3.8,65.05,1,100
S104211,U15575,2026-03-11,Paid Search,Home,Desktop,India,Returning,5.2,2.5,45.55,0,0
S102542,U15102,2026-03-11,Paid Search,Home,Desktop,Australia,New,10.59,7.4,58.96,0,0
S104223,U13894,2026-03-11,Direct,Home,Desktop,India,New,8.25,7.0,38.0,0,0
S105715,U16345,2026-03-11,Direct,Blog,Mobile,Canada,Returning,10.34,8.6,34.94,1,100
S104044,U10257,2026-03-11,Organic Search,Product Details,Mobile,India,New,4.2,3.8,55.69,0,0
S104302,U15856,2026-03-11,Organic Search,Home,Tablet,UK,Returning,4.52,2.1,63.25,0,0
S108399,U11848,2026-03-11,Organic Search,FAQ,Desktop,USA,Returning,7.95,3.6,52.27,0,0
S100397,U10607,2026-03-11,Organic Search,Contact Us,Mobile,Canada,Returning,10.12,7.6,46.7,0,0
S103981,U10903,2026-03-11,Paid Search,Products,Desktop,India,Returning,5.53,4.7,57.62,0,0
S102589,U11017,2026-03-11,Organic Search,FAQ,Mobile,Australia,Returning,9.42,7.4,39.97,0,0
S104031,U11089,2026-03-11,Paid Search,Products,Desktop,India,New,15.57,10.1,25.86,1,100
S109174,U11621,2026-03-11,Direct,About Us,Desktop,Canada,Returning,1.98,1.7,76.55,0,0
S103627,U14379,2026-03-11,Paid Search,Blog,Desktop,Australia,New,4.87,6.8,61.04,0,0
S104038,U14237,2026-03-11,Referral,Pricing,Desktop,India,New,1.38,1.0,74.65,0,0
S109878,U15600,2026-03-11,Organic Search,Blog,Desktop,India,Returning,6.41,4.3,52.04,0,0
S100848,U15990,2026-03-11,Paid Search,Blog,Mobile,India,Returning,12.5,9.8,42.71,0,0
S102137,U10353,2026-03-11,Paid Search,Product Details,Desktop,India,New,2.78,1.5,74.6,0,0
S101836,U13739,2026-03-11,Social Media,About Us,Desktop,USA,New,12.64,7.7,51.45,1,100
S109524,U14379,2026-03-11,Direct,Pricing,Mobile,Canada,New,1.72,2.7,63.84,0,0
S100244,U14932,2026-03-11,Social Media,Blog,Tablet,India,Returning,5.1,4.6,73.5,0,0
S106735,U12714,2026-03-11,Organic Search,Home,Tablet,USA,Returning,2.71,2.4,67.27,0,0
S100714,U13487,2026-03-11,Organic Search,Blog,Mobile,India,Returning,0.72,2.0,68.62,0,0
S101441,U15668,2026-03-11,Paid Search,About Us,Mobile,India,Returning,5.02,4.9,47.9,0,0
S106424,U11910,2026-03-11,Referral,Blog,Desktop,India,Returning,3.21,4.0,60.29,0,0
S100301,U13724,2026-03-11,Referral,Pricing,Desktop,Canada,New,7.47,6.7,49.51,0,0
S106722,U13991,2026-03-11,Direct,Home,Desktop,India,New,7.75,5.4,50.48,0,0
S107606,U15199,2026-03-11,Paid Search,Products,Mobile,UK,Returning,5.42,4.8,62.37,0,0
S107505,U11908,2026-03-11,Paid Search,Checkout,Desktop,India,New,7.87,5.2,44.92,0,0
S104391,U13810,2026-03-11,Referral,Blog,Mobile,Canada,New,4.42,1.2,61.75,0,0
S100390,U16243,2026-03-11,Direct,About Us,Desktop,India,New,3.68,4.4,61.54,0,0
S106477,U16338,2026-03-11,Paid Search,Pricing,Mobile,India,New,4.29,4.7,73.46,0,0
S101210,U11255,2026-03-11,Organic Search,Pricing,Mobile,Canada,New,12.18,9.2,20.15,0,0
S102194,U15948,2026-03-11,Referral,Products,Desktop,USA,New,3.87,3.0,64.21,0,0
S102979,U12326,2026-03-11,Organic Search,Contact Us,Mobile,Australia,New,5.5,3.5,52.57,0,0
S100857,U14147,2026-03-11,Paid Search,Home,Desktop,India,Returning,2.55,2.7,76.47,0,0
S104372,U11073,2026-03-11,Organic Search,Home,Desktop,India,New,10.93,7.3,32.87,0,0
S102690,U11049,2026-03-11,Referral,Blog,Tablet,UK,New,6.49,4.9,43.98,0,0
S104389,U12470,2026-03-11,Organic Search,About Us,Desktop,India,New,5.78,4.4,62.38,0,0
S101257,U16167,2026-03-11,Referral,Checkout,Mobile,India,New,3.64,3.6,68.39,0,0
S106953,U11591,2026-03-11,Direct,Home,Mobile,India,New,7.58,5.9,49.53,0,0
S104324,U13576,2026-03-11,Organic Search,Blog,Mobile,India,New,3.43,3.3,68.52,0,0
S102741,U10609,2026-03-11,Direct,Checkout,Mobile,Australia,New,2.76,2.7,73.16,0,0
S107976,U13628,2026-03-11,Organic Search,FAQ,Desktop,India,Returning,5.0,4.0,55.86,0,0
S102508,U11250,2026-03-11,Direct,Blog,Desktop,USA,New,15.28,10.5,24.77,0,0
S103896,U10383,2026-03-11,Referral,Pricing,Desktop,India,New,3.68,3.4,81.44,0,0
S109345,U14351,2026-03-11,Direct,Pricing,Desktop,USA,New,4.61,2.2,60.19,0,0
S102079,U15384,2026-03-11,Referral,Product Details,Desktop,India,New,10.71,7.3,34.96,1,100
S100808,U12957,2026-03-11,Referral,About Us,Desktop,India,New,19.05,11.0,14.22,0,0
S102106,U12957,2026-03-11,Social Media,About Us,Desktop,India,Returning,15.95,10.3,30.41,1,100
S106163,U12467,2026-03-12,Paid Search,Checkout,Desktop,USA,Returning,7.85,6.1,65.67,0,0
S105019,U14028,2026-03-12,Organic Search,Contact Us,Tablet,India,Returning,4.35,4.8,54.33,0,0
S101858,U11986,2026-03-12,Paid Search,FAQ,Desktop,India,New,3.52,4.0,51.15,0,0
S102999,U13728,2026-03-12,Direct,Blog,Tablet,India,New,7.02,5.2,51.65,1,100
S105129,U16039,2026-03-12,Paid Search,Products,Mobile,India,New,8.78,4.9,43.44,0,0
S103149,U12611,2026-03-12,Paid Search,Product Details,Mobile,India,New,4.12,3.6,71.72,0,0
S104508,U12177,2026-03-12,Direct,FAQ,Desktop,India,New,1.03,2.0,63.19,0,0
S102734,U15449,2026-03-12,Organic Search,Products,Desktop,UK,Returning,13.21,8.8,27.49,0,0
S108459,U12195,2026-03-12,Paid Search,Product Details,Tablet,Canada,Returning,5.62,6.2,56.95,0,0
S104881,U12601,2026-03-12,Paid Search,Contact Us,Mobile,India,Returning,8.04,4.9,62.52,0,0
S103612,U12008,2026-03-12,Direct,FAQ,Mobile,USA,New,6.4,6.2,63.91,0,0
S106610,U15582,2026-03-12,Social Media,FAQ,Desktop,UK,New,5.48,4.4,57.1,1,100
S100343,U15700,2026-03-12,Direct,About Us,Desktop,India,New,9.8,7.3,41.24,0,0
S107486,U14814,2026-03-12,Organic Search,Products,Tablet,Australia,Returning,8.55,7.0,52.25,0,0
S105125,U12701,2026-03-12,Direct,FAQ,Desktop,UK,Returning,7.89,5.1,52.97,0,0
S105710,U14136,2026-03-12,Organic Search,Home,Mobile,India,Returning,1.31,1.7,65.55,0,0
S107431,U13969,2026-03-12,Paid Search,Blog,Desktop,India,Returning,7.25,5.1,62.65,0,0
S109889,U12898,2026-03-12,Social Media,Home,Mobile,Australia,New,2.97,2.5,66.3,0,0
S102507,U13180,2026-03-12,Organic Search,Services,Tablet,India,New,4.49,3.9,63.83,0,0
S109136,U10547,2026-03-12,Paid Search,Home,Mobile,India,New,1.6,1.0,78.29,0,0
S102849,U13457,2026-03-12,Referral,Checkout,Desktop,India,New,4.71,2.8,59.12,0,0
S102966,U13869,2026-03-12,Social Media,FAQ,Mobile,India,New,9.99,5.8,59.49,0,0
S109261,U11925,2026-03-12,Referral,Product Details,Desktop,India,New,3.77,2.9,66.35,0,0
S101381,U15084,2026-03-12,Paid Search,Blog,Desktop,USA,Returning,10.72,8.5,45.09,0,0
S108576,U13787,2026-03-12,Social Media,Checkout,Mobile,India,New,1.96,1.8,80.87,0,0
S102230,U12892,2026-03-12,Direct,Contact Us,Desktop,India,New,12.52,5.9,41.2,1,100
S105076,U15249,2026-03-12,Referral,Product Details,Mobile,India,New,9.77,6.3,40.59,0,0
S106369,U13627,2026-03-12,Direct,FAQ,Desktop,India,New,3.2,4.2,65.4,0,0
S107939,U12507,2026-03-12,Social Media,Product Details,Tablet,UK,New,0.87,2.2,92.66,0,0
S107106,U15134,2026-03-12,Organic Search,Products,Desktop,India,New,6.67,4.5,71.94,1,100
S102794,U12356,2026-03-12,Referral,Products,Desktop,India,New,0.93,1.5,79.62,0,0
S100327,U15593,2026-03-12,Direct,Services,Desktop,UK,Returning,3.62,3.1,62.67,1,100
S100701,U13720,2026-03-12,Organic Search,Checkout,Mobile,USA,New,5.23,3.3,62.18,1,100
S109777,U14529,2026-03-12,Direct,Pricing,Desktop,Australia,New,6.39,3.4,48.65,0,0
S106009,U12045,2026-03-12,Social Media,Home,Tablet,India,Returning,4.18,3.5,67.49,0,0
S107518,U13999,2026-03-12,Organic Search,Home,Mobile,India,New,2.81,2.9,50.63,0,0
S101267,U10985,2026-03-12,Paid Search,Blog,Mobile,UK,New,1.96,2.2,70.23,0,0
S107879,U16068,2026-03-12,Organic Search,About Us,Tablet,Canada,New,2.81,2.2,45.63,0,0
S100563,U13088,2026-03-12,Social Media,FAQ,Mobile,India,New,7.62,6.4,43.09,0,0
S102365,U10455,2026-03-12,Paid Search,Home,Mobile,India,Returning,6.97,4.5,52.21,0,0
S100388,U13445,2026-03-12,Organic Search,Checkout,Mobile,India,Returning,3.81,3.7,40.25,1,100
S101254,U12598,2026-03-12,Referral,Contact Us,Desktop,India,Returning,6.11,5.3,44.8,0,0
S105521,U11099,2026-03-12,Organic Search,Pricing,Mobile,India,Returning,5.69,4.3,46.05,0,0
S104458,U15367,2026-03-12,Referral,Contact Us,Desktop,India,Returning,4.23,4.7,44.77,0,0
S100551,U12071,2026-03-12,Organic Search,Services,Desktop,USA,Returning,1.82,2.4,64.3,0,0
S101066,U10243,2026-03-12,Referral,Home,Mobile,India,Returning,2.06,1.0,69.97,0,0
S103500,U15627,2026-03-12,Social Media,Products,Desktop,USA,Returning,4.47,5.5,55.37,0,0
S102164,U14010,2026-03-12,Referral,Checkout,Desktop,India,New,1.84,2.7,71.39,0,0
S103183,U14714,2026-03-12,Referral,Blog,Mobile,India,Returning,6.33,4.7,47.11,0,0
S106284,U10225,2026-03-12,Direct,Products,Tablet,India,New,10.11,5.4,46.32,0,0
S101766,U12031,2026-03-12,Referral,Products,Mobile,India,New,2.49,4.5,70.64,0,0
S106843,U10644,2026-03-12,Social Media,Checkout,Desktop,India,New,1.56,2.6,66.54,1,100
S102415,U14987,2026-03-12,Organic Search,Contact Us,Mobile,India,New,5.68,4.8,55.42,0,0
S104941,U12102,2026-03-12,Organic Search,Pricing,Mobile,India,Returning,5.96,4.0,65.95,0,0
S100172,U15916,2026-03-12,Organic Search,About Us,Desktop,India,New,2.04,3.2,74.36,0,0
S105481,U12585,2026-03-13,Referral,Blog,Tablet,India,New,3.37,1.6,53.49,0,0
S101479,U14617,2026-03-13,Direct,Checkout,Desktop,India,New,4.18,2.8,56.67,0,0
S104134,U11810,2026-03-13,Paid Search,Products,Desktop,USA,Returning,2.58,1.7,72.5,0,0
S105627,U14660,2026-03-13,Social Media,Home,Desktop,India,New,6.92,5.3,56.4,0,0
S109795,U13202,2026-03-13,Referral,Home,Desktop,India,New,7.18,4.5,58.78,0,0
S102171,U13715,2026-03-13,Organic Search,Blog,Tablet,India,New,3.18,2.9,70.07,0,0
S108646,U14989,2026-03-13,Direct,Pricing,Desktop,Australia,New,6.28,2.5,60.67,0,0
S100815,U11839,2026-03-13,Organic Search,Home,Desktop,USA,New,7.62,4.4,63.96,0,0
S107833,U14921,2026-03-13,Organic Search,Product Details,Desktop,India,New,5.56,3.3,69.76,0,0
S108347,U13141,2026-03-13,Direct,Services,Mobile,India,New,7.73,3.8,69.45,0,0
S105665,U14107,2026-03-13,Paid Search,Home,Desktop,India,New,4.05,3.3,50.31,0,0
S103498,U16143,2026-03-13,Organic Search,Home,Mobile,USA,New,8.24,5.6,54.24,0,0
S104584,U14208,2026-03-13,Social Media,FAQ,Desktop,India,Returning,9.47,5.0,50.8,0,0
S105635,U14332,2026-03-13,Referral,Home,Desktop,India,Returning,2.38,3.7,74.38,0,0
S108151,U13875,2026-03-13,Direct,Products,Mobile,UK,Returning,3.02,2.2,68.8,0,0
S107595,U13512,2026-03-13,Organic Search,Services,Desktop,Canada,New,1.2,1.6,69.69,0,0
S108954,U10259,2026-03-13,Referral,Pricing,Mobile,India,Returning,3.07,2.7,72.47,0,0
S106534,U14517,2026-03-13,Paid Search,Services,Desktop,India,Returning,1.92,2.4,84.71,0,0
S108648,U13383,2026-03-13,Organic Search,Products,Mobile,USA,New,3.11,1.0,60.18,0,0
S106188,U13908,2026-03-13,Direct,Home,Desktop,India,New,3.86,3.0,59.16,0,0
S105555,U14628,2026-03-13,Organic Search,Checkout,Mobile,India,New,1.08,2.0,64.0,0,0
S105071,U16447,2026-03-13,Paid Search,Pricing,Mobile,USA,New,1.74,1.9,72.27,0,0
S101865,U12065,2026-03-13,Organic Search,Services,Tablet,Canada,New,2.62,4.5,57.31,0,0
S102949,U12197,2026-03-13,Paid Search,Services,Desktop,USA,New,2.76,2.2,79.35,0,0
S103693,U13340,2026-03-13,Organic Search,Home,Mobile,India,New,4.16,4.0,41.42,0,0
S104972,U15167,2026-03-13,Social Media,FAQ,Tablet,Australia,New,2.67,3.9,67.75,0,0
S102928,U16268,2026-03-13,Organic Search,Blog,Mobile,UK,Returning,1.81,1.3,66.72,0,0
S105373,U10384,2026-03-13,Referral,Home,Mobile,Canada,Returning,2.0,1.0,75.7,0,0
S108465,U13627,2026-03-13,Direct,Checkout,Mobile,Canada,Returning,2.09,3.5,60.4,0,0
S109155,U15476,2026-03-13,Organic Search,Home,Desktop,India,New,5.34,4.1,58.68,0,0
S104333,U10489,2026-03-13,Direct,Blog,Mobile,India,New,5.3,5.0,45.83,0,0
S101256,U14808,2026-03-13,Referral,Products,Desktop,Australia,New,1.49,3.0,70.48,0,0
S101171,U10601,2026-03-13,Organic Search,About Us,Desktop,India,Returning,6.41,5.1,48.83,0,0
S103334,U12212,2026-03-13,Referral,Products,Mobile,USA,New,3.99,3.1,77.36,0,0
S102965,U12582,2026-03-13,Direct,Home,Tablet,Australia,Returning,6.15,3.8,55.94,0,0
S101165,U14821,2026-03-13,Paid Search,Checkout,Desktop,India,New,9.15,5.1,52.57,0,0
S105836,U16382,2026-03-13,Organic Search,Product Details,Mobile,India,New,4.35,3.4,64.0,0,0
S104288,U12152,2026-03-13,Organic Search,Product Details,Mobile,India,New,1.06,1.0,60.7,0,0
S102111,U13639,2026-03-13,Referral,Products,Desktop,UK,New,2.81,2.3,66.1,0,0
S108737,U15540,2026-03-13,Organic Search,Products,Desktop,India,Returning,3.92,1.0,89.64,0,0
S100667,U13637,2026-03-13,Organic Search,Pricing,Desktop,India,New,7.21,5.4,50.93,1,100
S109129,U10676,2026-03-13,Referral,Services,Tablet,India,Returning,3.24,2.1,64.21,0,0
S109010,U14774,2026-03-13,Direct,Product Details,Mobile,India,Returning,11.4,8.1,32.27,0,0
S109065,U14033,2026-03-13,Paid Search,Home,Mobile,India,New,1.17,1.7,71.6,0,0
S109424,U11562,2026-03-13,Paid Search,Home,Tablet,Canada,New,5.02,2.1,65.51,0,0
S102609,U13944,2026-03-13,Organic Search,Services,Desktop,India,New,2.43,4.0,54.28,0,0
S101945,U13512,2026-03-13,Paid Search,Services,Mobile,India,Returning,5.58,4.2,45.84,0,0
S101032,U14207,2026-03-13,Direct,Services,Mobile,India,Returning,4.57,3.3,50.11,1,100
S101139,U11119,2026-03-13,Direct,Home,Tablet,India,New,4.53,4.5,47.03,0,0
S105011,U15896,2026-03-13,Organic Search,FAQ,Mobile,UK,New,3.76,2.3,69.39,0,0
S101829,U11705,2026-03-13,Paid Search,Blog,Mobile,Canada,New,3.84,4.5,65.35,0,0
S103012,U13082,2026-03-13,Direct,Home,Desktop,India,Returning,4.03,2.8,61.9,0,0
S105400,U13941,2026-03-13,Direct,Home,Tablet,India,New,1.97,2.1,61.57,1,100
S109368,U14265,2026-03-13,Referral,Products,Desktop,USA,Returning,6.64,5.1,53.44,1,100
S109961,U14972,2026-03-13,Organic Search,Products,Mobile,USA,Returning,3.23,3.7,69.46,0,0
S109805,U12931,2026-03-13,Organic Search,Contact Us,Desktop,India,New,6.29,5.3,53.93,0,0
S105906,U15491,2026-03-13,Direct,About Us,Desktop,India,Returning,4.29,2.8,45.97,0,0
S109711,U12276,2026-03-13,Paid Search,Home,Mobile,Australia,New,6.74,5.5,53.94,0,0
S103317,U11578,2026-03-13,Paid Search,Contact Us,Mobile,India,Returning,2.27,2.9,75.43,0,0
S105429,U12379,2026-03-13,Direct,About Us,Desktop,India,New,3.97,3.4,81.79,0,0
S106001,U13971,2026-03-13,Organic Search,Services,Mobile,India,Returning,2.41,2.8,65.77,0,0
S106744,U10942,2026-03-13,Direct,Contact Us,Mobile,India,New,4.12,4.1,57.93,0,0
S107544,U10597,2026-03-13,Organic Search,Pricing,Desktop,India,New,8.0,4.2,53.09,0,0
